year,title,authors,link
2015,P3.5P: Pose Estimation With Unknown Focal Length,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Wu_P3.5P_Pose_Estimation_2015_CVPR_paper.html
2015,Joint Vanishing Point Extraction and Tracking,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Kroeger_Joint_Vanishing_Point_2015_CVPR_paper.html
2015,Learning a Non-Linear Knowledge Transfer Model for Cross-View Action Recognition,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Rahmani_Learning_a_Non-Linear_2015_CVPR_paper.html
2015,Random Tree Walk Toward Instantaneous 3D Human Pose Estimation,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Jung_Random_Tree_Walk_2015_CVPR_paper.html
2015,Deep Hashing for Compact Binary Codes Learning,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Liong_Deep_Hashing_for_2015_CVPR_paper.html
2015,Completing 3D Object Shape From One Depth Image,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Rock_Completing_3D_Object_2015_CVPR_paper.html
2015,Encoding Based Saliency Detection for Videos and Images,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Mauthner_Encoding_Based_Saliency_2015_CVPR_paper.html
2015,Online Sketching Hashing,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Leng_Online_Sketching_Hashing_2015_CVPR_paper.html
2015,Enriching Object Detection With 2D-3D Registration and Continuous Viewpoint Estimation,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Choy_Enriching_Object_Detection_2015_CVPR_paper.html
2015,Representing 3D Texture on Mesh Manifolds for Retrieval and Recognition Applications,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Werghi_Representing_3D_Texture_2015_CVPR_paper.html
2015,Saliency Propagation From Simple to Difficult,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Gong_Saliency_Propagation_From_2015_CVPR_paper.html
2015,Learning an Efficient Model of Hand Shape Variation From Depth Images,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Khamis_Learning_an_Efficient_2015_CVPR_paper.html
2015,On the Minimal Problems of Low-Rank Matrix Factorization,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Jiang_On_the_Minimal_2015_CVPR_paper.html
2015,Symmetry-Based Text Line Detection in Natural Scenes,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Zhang_Symmetry-Based_Text_Line_2015_CVPR_paper.html
2015,DevNet: A Deep Event Network for Multimedia Event Detection and Evidence Recounting,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Gan_DevNet_A_Deep_2015_CVPR_paper.html
2015,Learning to Detect Motion Boundaries,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Weinzaepfel_Learning_to_Detect_2015_CVPR_paper.html
2015,Improving Object Proposals With Multi-Thresholding Straddling Expansion,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Chen_Improving_Object_Proposals_2015_CVPR_paper.html
2015,Visual Recognition by Counting Instances: A Multi-Instance Cardinality Potential Kernel,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Hajimirsadeghi_Visual_Recognition_by_2015_CVPR_paper.html
2015,Unconstrained 3D Face Reconstruction,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Roth_Unconstrained_3D_Face_2015_CVPR_paper.html
2015,Becoming the Expert - Interactive Multi-Class Machine Teaching,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Johns_Becoming_the_Expert_2015_CVPR_paper.html
2015,Long-Term Recurrent Convolutional Networks for Visual Recognition and Description,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Donahue_Long-Term_Recurrent_Convolutional_2015_CVPR_paper.html
2015,Zero-Shot Object Recognition by Semantic Manifold Distance,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Fu_Zero-Shot_Object_Recognition_2015_CVPR_paper.html
2015,Hyper-Class Augmented and Regularized Deep Learning for Fine-Grained Image Classification,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Xie_Hyper-Class_Augmented_and_2015_CVPR_paper.html
2015,Direct Structure Estimation for 3D Reconstruction,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Jiang_Direct_Structure_Estimation_2015_CVPR_paper.html
2015,Global Supervised Descent Method,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Xiong_Global_Supervised_Descent_2015_CVPR_paper.html
2015,Robust Camera Location Estimation by Convex Programming,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Ozyesil_Robust_Camera_Location_2015_CVPR_paper.html
2015,Practical Robust Two-View Translation Estimation,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Fredriksson_Practical_Robust_Two-View_2015_CVPR_paper.html
2015,Learning From Massive Noisy Labeled Data for Image Classification,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Xiao_Learning_From_Massive_2015_CVPR_paper.html
2015,KL Divergence Based Agglomerative Clustering for Automated Vitiligo Grading,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Gupta_KL_Divergence_Based_2015_CVPR_paper.html
2015,Robust Saliency Detection via Regularized Random Walks Ranking,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Li_Robust_Saliency_Detection_2015_CVPR_paper.html
2015,Weakly Supervised Semantic Segmentation for Social Images,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Zhang_Weakly_Supervised_Semantic_2015_CVPR_paper.html
2015,Image Specificity,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Jas_Image_Specificity_2015_CVPR_paper.html
2015,A Multi-Plane Block-Coordinate Frank-Wolfe Algorithm for Training Structural SVMs With a Costly Max-Oracle,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Shah_A_Multi-Plane_Block-Coordinate_2015_CVPR_paper.html
2015,Web-Scale Training for Face Identification,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Taigman_Web-Scale_Training_for_2015_CVPR_paper.html
2015,Dynamically Encoded Actions Based on Spacetime Saliency,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Feichtenhofer_Dynamically_Encoded_Actions_2015_CVPR_paper.html
2015,Three Viewpoints Toward Exemplar SVM,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Kobayashi_Three_Viewpoints_Toward_2015_CVPR_paper.html
2015,Visual Recognition by Learning From Web Data: A Weakly Supervised Domain Generalization Approach,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Niu_Visual_Recognition_by_2015_CVPR_paper.html
2015,Clustering of Static-Adaptive Correspondences for Deformable Object Tracking,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Nebehay_Clustering_of_Static-Adaptive_2015_CVPR_paper.html
2015,Geo-Semantic Segmentation,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Ardeshir_Geo-Semantic_Segmentation_2015_CVPR_paper.html
2015,Towards Unified Depth and Semantic Prediction From a Single Image,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Wang_Towards_Unified_Depth_2015_CVPR_paper.html
2015,Towards Force Sensing From Vision: Observing Hand-Object Interactions to Infer Manipulation Forces,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Pham_Towards_Force_Sensing_2015_CVPR_paper.html
2015,A MRF Shape Prior for Facade Parsing With Occlusions,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Kozinski_A_MRF_Shape_2015_CVPR_paper.html
2015,Probability Occupancy Maps for Occluded Depth Images,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Bagautdinov_Probability_Occupancy_Maps_2015_CVPR_paper.html
2015,Segment Based 3D Object Shape Priors,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Mahabadi_Segment_Based_3D_2015_CVPR_paper.html
2015,Shape-From-Template in Flatland,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Gallardo_Shape-From-Template_in_Flatland_2015_CVPR_paper.html
2015,"Understanding Tools: Task-Oriented Object Modeling, Learning and Recognition",,https://openaccess.thecvf.comcontent_cvpr_2015/html/Zhu_Understanding_Tools_Task-Oriented_2015_CVPR_paper.html
2015,Deep Roto-Translation Scattering for Object Classification,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Oyallon_Deep_Roto-Translation_Scattering_2015_CVPR_paper.html
2015,Non-Rigid Registration of Images With Geometric and Photometric Deformation by Using Local Affine Fourier-Moment Matching,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Su_Non-Rigid_Registration_of_2015_CVPR_paper.html
2015,Detector Discovery in the Wild: Joint Multiple Instance and Representation Learning,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Hoffman_Detector_Discovery_in_2015_CVPR_paper.html
2015,"Deeply Learned Face Representations Are Sparse, Selective, and Robust",,https://openaccess.thecvf.comcontent_cvpr_2015/html/Sun_Deeply_Learned_Face_2015_CVPR_paper.html
2015,Unsupervised Visual Alignment With Similarity Graphs,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Yancheshmeh_Unsupervised_Visual_Alignment_2015_CVPR_paper.html
2015,Video Anomaly Detection and Localization Using Hierarchical Feature Representation and Gaussian Process Regression,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Cheng_Video_Anomaly_Detection_2015_CVPR_paper.html
2015,Inferring 3D Layout of Building Facades From a Single Image,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Pan_Inferring_3D_Layout_2015_CVPR_paper.html
2015,Evaluation of Output Embeddings for Fine-Grained Image Classification,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Akata_Evaluation_of_Output_2015_CVPR_paper.html
2015,Virtual View Networks for Object Reconstruction,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Carreira_Virtual_View_Networks_2015_CVPR_paper.html
2015,Real-Time Coarse-to-Fine Topologically Preserving Segmentation,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Yao_Real-Time_Coarse-to-Fine_Topologically_2015_CVPR_paper.html
2015,Supervised Mid-Level Features for Word Image Representation,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Gordo_Supervised_Mid-Level_Features_2015_CVPR_paper.html
2015,Learning Lightness From Human Judgement on Relative Reflectance,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Narihira_Learning_Lightness_From_2015_CVPR_paper.html
2015,Scene Classification With Semantic Fisher Vectors,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Dixit_Scene_Classification_With_2015_CVPR_paper.html
2015,"Don't Just Listen, Use Your Imagination: Leveraging Visual Common Sense for Non-Visual Tasks",,https://openaccess.thecvf.comcontent_cvpr_2015/html/Lin_Dont_Just_Listen_2015_CVPR_paper.html
2015,Co-Saliency Detection via Looking Deep and Wide,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Zhang_Co-Saliency_Detection_via_2015_CVPR_paper.html
2015,Adopting an Unconstrained Ray Model in Light-Field Cameras for 3D Shape Reconstruction,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Bergamasco_Adopting_an_Unconstrained_2015_CVPR_paper.html
2015,Towards 3D Object Detection With Bimodal Deep Boltzmann Machines Over RGBD Imagery,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Liu_Towards_3D_Object_2015_CVPR_paper.html
2015,An Active Search Strategy for Efficient Object Class Detection,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Gonzalez-Garcia_An_Active_Search_2015_CVPR_paper.html
2015,Geodesic Exponential Kernels: When Curvature and Linearity Conflict,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Feragen_Geodesic_Exponential_Kernels_2015_CVPR_paper.html
2015,Transformation-Invariant Convolutional Jungles,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Laptev_Transformation-Invariant_Convolutional_Jungles_2015_CVPR_paper.html
2015,Exemplar SVMs as Visual Feature Encoders,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Zepeda_Exemplar_SVMs_as_2015_CVPR_paper.html
2015,Object Scene Flow for Autonomous Vehicles,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Menze_Object_Scene_Flow_2015_CVPR_paper.html
2015,Reflectance Hashing for Material Recognition,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Zhang_Reflectance_Hashing_for_2015_CVPR_paper.html
2015,Joint Photo Stream and Blog Post Summarization and Exploration,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Kim_Joint_Photo_Stream_2015_CVPR_paper.html
2015,Video Summarization by Learning Submodular Mixtures of Objectives,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Gygli_Video_Summarization_by_2015_CVPR_paper.html
2015,Building Proteins in a Day: Efficient 3D Molecular Reconstruction,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Brubaker_Building_Proteins_in_2015_CVPR_paper.html
2015,Learning Descriptors for Object Recognition and 3D Pose Estimation,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Wohlhart_Learning_Descriptors_for_2015_CVPR_paper.html
2015,Image Partitioning Into Convex Polygons,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Duan_Image_Partitioning_Into_2015_CVPR_paper.html
2015,Deep Visual-Semantic Alignments for Generating Image Descriptions,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Karpathy_Deep_Visual-Semantic_Alignments_2015_CVPR_paper.html
2015,Unsupervised Learning of Complex Articulated Kinematic Structures Combining Motion and Skeleton Information,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Chang_Unsupervised_Learning_of_2015_CVPR_paper.html
2015,Elastic Functional Coding of Human Actions: From Vector-Fields to Latent Variables,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Anirudh_Elastic_Functional_Coding_2015_CVPR_paper.html
2015,Show and Tell: A Neural Image Caption Generator,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Vinyals_Show_and_Tell_2015_CVPR_paper.html
2015,Descriptor Free Visual Indoor Localization With Line Segments,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Micusik_Descriptor_Free_Visual_2015_CVPR_paper.html
2015,Fixation Bank: Learning to Reweight Fixation Candidates,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Zhao_Fixation_Bank_Learning_2015_CVPR_paper.html
2015,Deep Networks for Saliency Detection via Local Estimation and Global Search,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Wang_Deep_Networks_for_2015_CVPR_paper.html
2015,Reflection Removal Using Ghosting Cues,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Shih_Reflection_Removal_Using_2015_CVPR_paper.html
2015,A Dataset for Movie Description,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Rohrbach_A_Dataset_for_2015_CVPR_paper.html
2015,Fast and Robust Hand Tracking Using Detection-Guided Optimization,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Sridhar_Fast_and_Robust_2015_CVPR_paper.html
2015,Efficient SDP Inference for Fully-Connected CRFs Based on Low-Rank Decomposition,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Wang_Efficient_SDP_Inference_2015_CVPR_paper.html
2015,Discriminative Learning of Iteration-Wise Priors for Blind Deconvolution,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Zuo_Discriminative_Learning_of_2015_CVPR_paper.html
2015,Eye Tracking Assisted Extraction of Attentionally Important Objects From Videos,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Vadivel_Eye_Tracking_Assisted_2015_CVPR_paper.html
2015,Multi-View Feature Engineering and Learning,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Dong_Multi-View_Feature_Engineering_2015_CVPR_paper.html
2015,Self Scaled Regularized Robust Regression,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Wang_Self_Scaled_Regularized_2015_CVPR_paper.html
2015,Simultaneous Feature Learning and Hash Coding With Deep Neural Networks,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Lai_Simultaneous_Feature_Learning_2015_CVPR_paper.html
2015,MatchNet: Unifying Feature and Metric Learning for Patch-Based Matching,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Han_MatchNet_Unifying_Feature_2015_CVPR_paper.html
2015,Reconstructing the World* in Six Days *(As Captured by the Yahoo 100 Million Image Dataset),,https://openaccess.thecvf.comcontent_cvpr_2015/html/Heinly_Reconstructing_the_World_2015_CVPR_paper.html
2015,Exact Bias Correction and Covariance Estimation for Stereo Vision,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Freundlich_Exact_Bias_Correction_2015_CVPR_paper.html
2015,Computing Similarity Transformations From Only Image Correspondences,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Sweeney_Computing_Similarity_Transformations_2015_CVPR_paper.html
2015,Image Segmentation in Twenty Questions,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Rupprecht_Image_Segmentation_in_2015_CVPR_paper.html
2015,Interaction Part Mining: A Mid-Level Approach for Fine-Grained Action Recognition,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Zhou_Interaction_Part_Mining_2015_CVPR_paper.html
2015,Sparse Projections for High-Dimensional Binary Codes,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Xia_Sparse_Projections_for_2015_CVPR_paper.html
2015,Hierarchically-Constrained Optical Flow,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Kennedy_Hierarchically-Constrained_Optical_Flow_2015_CVPR_paper.html
2015,The k-Support Norm and Convex Envelopes of Cardinality and Rank,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Eriksson_The_k-Support_Norm_2015_CVPR_paper.html
2015,Matching Bags of Regions in RGBD images,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Jiang_Matching_Bags_of_2015_CVPR_paper.html
2015,Recurrent Convolutional Neural Network for Object Recognition,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Liang_Recurrent_Convolutional_Neural_2015_CVPR_paper.html
2015,Feedforward Semantic Segmentation With Zoom-Out Features,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Mostajabi_Feedforward_Semantic_Segmentation_2015_CVPR_paper.html
2015,The Aperture Problem for Refractive Motion,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Xue_The_Aperture_Problem_2015_CVPR_paper.html
2015,Saliency-Aware Geodesic Video Object Segmentation,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Wang_Saliency-Aware_Geodesic_Video_2015_CVPR_paper.html
2015,DEEP-CARVING: Discovering Visual Attributes by Carving Deep Neural Nets,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Shankar_DEEP-CARVING_Discovering_Visual_2015_CVPR_paper.html
2015,Rent3D: Floor-Plan Priors for Monocular Layout Estimation,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Liu_Rent3D_Floor-Plan_Priors_2015_CVPR_paper.html
2015,Learning a Sequential Search for Landmarks,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Singh_Learning_a_Sequential_2015_CVPR_paper.html
2015,Fully Convolutional Networks for Semantic Segmentation,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Long_Fully_Convolutional_Networks_2015_CVPR_paper.html
2015,Deep Correlation for Matching Images and Text,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Yan_Deep_Correlation_for_2015_CVPR_paper.html
2015,Multi-Objective Convolutional Learning for Face Labeling,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Liu_Multi-Objective_Convolutional_Learning_2015_CVPR_paper.html
2015,Deep Multiple Instance Learning for Image Classification and Auto-Annotation,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Wu_Deep_Multiple_Instance_2015_CVPR_paper.html
2015,Multi-Instance Object Segmentation With Occlusion Handling,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Chen_Multi-Instance_Object_Segmentation_2015_CVPR_paper.html
2015,Material Recognition in the Wild With the Materials in Context Database,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Bell_Material_Recognition_in_2015_CVPR_paper.html
2015,Understanding Pedestrian Behaviors From Stationary Crowd Groups,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Yi_Understanding_Pedestrian_Behaviors_2015_CVPR_paper.html
2015,Depth From Focus With Your Mobile Phone,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Suwajanakorn_Depth_From_Focus_2015_CVPR_paper.html
2015,Fusion Moves for Correlation Clustering,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Beier_Fusion_Moves_for_2015_CVPR_paper.html
2015,Second-Order Constrained Parametric Proposals and Sequential Search-Based Structured Prediction for Semantic Segmentation in RGB-D Images,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Banica_Second-Order_Constrained_Parametric_2015_CVPR_paper.html
2015,Metric Imitation by Manifold Transfer for Efficient Vision Applications,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Dai_Metric_Imitation_by_2015_CVPR_paper.html
2015,The Stitched Puppet: A Graphical Model of 3D Human Shape and Pose,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Zuffi_The_Stitched_Puppet_2015_CVPR_paper.html
2015,Scene Labeling With LSTM Recurrent Neural Networks,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Byeon_Scene_Labeling_With_2015_CVPR_paper.html
2015,FAemb: A Function Approximation-Based Embedding Method for Image Retrieval,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Do_FAemb_A_Function_2015_CVPR_paper.html
2015,Automatically Discovering Local Visual Material Attributes,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Schwartz_Automatically_Discovering_Local_2015_CVPR_paper.html
2015,Depth Image Enhancement Using Local Tangent Plane Approximations,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Matsuo_Depth_Image_Enhancement_2015_CVPR_paper.html
2015,Video Co-Summarization: Video Summarization by Visual Co-Occurrence,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Chu_Video_Co-Summarization_Video_2015_CVPR_paper.html
2015,Watch and Learn: Semi-Supervised Learning for Object Detectors From Video,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Misra_Watch_and_Learn_2015_CVPR_paper.html
2015,Generalized Tensor Total Variation Minimization for Visual Data Recovery,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Guo_Generalized_Tensor_Total_2015_CVPR_paper.html
2015,Active Learning for Structured Probabilistic Models With Histogram Approximation,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Sun_Active_Learning_for_2015_CVPR_paper.html
2015,Image Parsing With a Wide Range of Classes and Scene-Level Context,,https://openaccess.thecvf.comcontent_cvpr_2015/html/George_Image_Parsing_With_2015_CVPR_paper.html
2015,Bayesian Sparse Representation for Hyperspectral Image Super Resolution,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Akhtar_Bayesian_Sparse_Representation_2015_CVPR_paper.html
2015,Semantic Object Segmentation via Detection in Weakly Labeled Video,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Zhang_Semantic_Object_Segmentation_2015_CVPR_paper.html
2015,Learning With Dataset Bias in Latent Subcategory Models,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Stamos_Learning_With_Dataset_2015_CVPR_paper.html
2015,Project-Out Cascaded Regression With an Application to Face Alignment,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Tzimiropoulos_Project-Out_Cascaded_Regression_2015_CVPR_paper.html
2015,Image Retrieval Using Scene Graphs,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Johnson_Image_Retrieval_Using_2015_CVPR_paper.html
2015,Unifying Holistic and Parts-Based Deformable Model Fitting,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Alabort-i-Medina_Unifying_Holistic_and_2015_CVPR_paper.html
2015,Small Instance Detection by Integer Programming on Object Density Maps,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Ma_Small_Instance_Detection_2015_CVPR_paper.html
2015,Motion Part Regularization: Improving Action Recognition via Trajectory Selection,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Ni_Motion_Part_Regularization_2015_CVPR_paper.html
2015,Multi-Task Deep Visual-Semantic Embedding for Video Thumbnail Selection,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Liu_Multi-Task_Deep_Visual-Semantic_2015_CVPR_paper.html
2015,Fine-Grained Visual Categorization via Multi-Stage Metric Learning,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Qian_Fine-Grained_Visual_Categorization_2015_CVPR_paper.html
2015,Saturation-Preserving Specular Reflection Separation,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Liu_Saturation-Preserving_Specular_Reflection_2015_CVPR_paper.html
2015,Joint SFM and Detection Cues for Monocular 3D Localization in Road Scenes,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Song_Joint_SFM_and_2015_CVPR_paper.html
2015,Fisher Vectors Meet Neural Networks: A Hybrid Classification Architecture,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Perronnin_Fisher_Vectors_Meet_2015_CVPR_paper.html
2015,UniHIST: A Unified Framework for Image Restoration With Marginal Histogram Constraints,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Mei_UniHIST_A_Unified_2015_CVPR_paper.html
2015,Human Action Segmentation With Hierarchical Supervoxel Consistency,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Lu_Human_Action_Segmentation_2015_CVPR_paper.html
2015,Robust Manhattan Frame Estimation From a Single RGB-D Image,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Ghanem_Robust_Manhattan_Frame_2015_CVPR_paper.html
2015,Learning to Segment Under Various Forms of Weak Supervision,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Xu_Learning_to_Segment_2015_CVPR_paper.html
2015,Fast and Accurate Image Upscaling With Super-Resolution Forests,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Schulter_Fast_and_Accurate_2015_CVPR_paper.html
2015,Light Field From Micro-Baseline Image Pair,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Zhang_Light_Field_From_2015_CVPR_paper.html
2015,Efficient ConvNet-Based Marker-Less Motion Capture in General Scenes With a Low Number of Cameras,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Elhayek_Efficient_ConvNet-Based_Marker-Less_2015_CVPR_paper.html
2015,Learning Scene-Specific Pedestrian Detectors Without Real Data,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Hattori_Learning_Scene-Specific_Pedestrian_2015_CVPR_paper.html
2015,Deep Filter Banks for Texture Recognition and Segmentation,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Cimpoi_Deep_Filter_Banks_2015_CVPR_paper.html
2015,Multiple Random Walkers and Their Application to Image Cosegmentation,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Lee_Multiple_Random_Walkers_2015_CVPR_paper.html
2015,Beyond the Shortest Path : Unsupervised Domain Adaptation by Sampling Subspaces Along the Spline Flow,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Caseiro_Beyond_the_Shortest_2015_CVPR_paper.html
2015,Spherical Embedding of Inlier Silhouette Dissimilarities,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Littwin_Spherical_Embedding_of_2015_CVPR_paper.html
2015,Semantics-Preserving Hashing for Cross-View Retrieval,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Lin_Semantics-Preserving_Hashing_for_2015_CVPR_paper.html
2015,Object Proposal by Multi-Branch Hierarchical Segmentation,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Wang_Object_Proposal_by_2015_CVPR_paper.html
2015,Ambient Occlusion via Compressive Visibility Estimation,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Yang_Ambient_Occlusion_via_2015_CVPR_paper.html
2015,Shape-Tailored Local Descriptors and Their Application to Segmentation and Tracking,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Khan_Shape-Tailored_Local_Descriptors_2015_CVPR_paper.html
2015,Scalable Object Detection by Filter Compression With Regularized Sparse Coding,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Chao_Scalable_Object_Detection_2015_CVPR_paper.html
