id,name,type,address,area,business_area,telephone,location,longitude,latitude,distance_from_center(m),rating,cost,open_time,tags,popularity_score,popularity_level,sales_estimate,featured_comment,comment_length,timestamp,has_real_comment
B0G13P0DAF,萨莉亚意式餐厅(天津津南吾悦广场店),餐饮服务;外国餐厅;外国餐厅,二八公路与津南大道交叉口天津津南吾悦广场F4,津南区,,022-58712024,"117.375011,38.979408",117.375011,38.979408,2541.21,4.5,41.00,10:00-22:00,,9.0,非常受欢迎,高,,0,2025-12-05 22:14:13,False
B0JD5N6XJX,子固路拌粉(津南吾悦广场店),餐饮服务;中餐厅;中餐厅,吾悦广场四层4009(咸水沽西地铁站C口步行120米),津南区,,无,"117.374725,38.978725",117.374725,38.978725,2541.76,4.5,26.00,10:00-22:00,,8.5,非常受欢迎,高,,0,2025-12-05 22:15:22,False
B0IAS1R273,比格比萨自助(天津津南吾悦店),餐饮服务;快餐厅;快餐厅,二八公路与津南大道交叉口天津津南吾悦广场F4,津南区,,无,"117.374215,38.977677",117.374215,38.977677,2541.78,4.7,[],11:00-14:30 17:00-21:00,,9.4,非常受欢迎,高,,0,2025-12-05 22:15:23,False
B0KKX755D3,茶话弄(天津津南吾悦广场店),餐饮服务;冷饮店;冷饮店,咸水沽镇新城吾悦广场4层403,津南区,,13032293201,"117.374775,38.978775",117.374775,38.978775,2544.01,4.1,19.00,10:00-22:00,,7.7,受欢迎,中高,,0,2025-12-05 22:19:44,False
B0L1CK56AL,椒爱水煮鱼川菜(津南吾悦店),餐饮服务;中餐厅;四川菜(川菜),咸水沽镇二八公路天津津南吾悦广场4层4003-4005,津南区,,17695812270,"117.373855,38.976969",117.373855,38.976969,2544.02,4.4,[],11:00-21:00,,8.8,受欢迎,中高,,0,2025-12-05 22:15:23,False
B0FFM8XQBT,围炉锅盔(津南吾悦广场店),餐饮服务;餐饮相关场所;餐饮相关,咸水沽镇新城吾悦广场7号楼B1层1018-1,津南区,,13191199391,"117.375075,38.979475",117.375075,38.979475,2544.26,4.3,14.00,10:00-21:30,,8.1,受欢迎,中高,,0,2025-12-05 22:15:24,False
B0LUXZL6SL,陈记麻辣香锅(津南吾悦广场时光里店),餐饮服务;中餐厅;中餐厅,南环路与二八线交口吾悦广场(天津津南店),津南区,,无,"117.374846,38.978923",117.374846,38.978923,2544.46,3.8,[],[],,7.6,一般,中等,,0,2025-12-05 22:15:24,False
B0FFLH6ZVG,星巴克(天津新城吾悦广场店),餐饮服务;咖啡厅;星巴克咖啡,津歧公路51号新城吾悦广场7号楼1-55号1层1060号,津南区,,022-88523622,"117.373960,38.977139",117.37396,38.977139,2544.69,4.6,45.00,07:00-22:00,,9.2,非常受欢迎,高,,0,2025-12-05 22:20:40,False
B0LDP72T4E,鹤乡齐市烤肉,餐饮服务;餐饮相关场所;餐饮相关,月牙河西路oyo号,津南区,,无,"117.375857,38.990736",117.375857,38.990736,2544.89,4.1,[],11:00-24:00,,8.2,受欢迎,中高,,0,2025-12-05 22:15:24,False
B0K37RVXU8,熊喵来了火锅(天津津南吾悦店),餐饮服务;中餐厅;火锅店,咸水沽镇津南吾悦广场4楼(咸水沽西地铁站C口步行270米),津南区,,18020017972,"117.374175,38.977525",117.374175,38.977525,2545.0,4.3,69.00,[],,9.6,受欢迎,中高,,0,2025-12-05 22:15:25,False
B0G1OGE0VP,1点点(津南吾悦广场店),餐饮服务;冷饮店;冷饮店,津歧公路51号新城吾悦广场4层,津南区,,19922606622,"117.374725,38.978625",117.374725,38.978625,2545.46,4.5,17.00,10:00-22:00,,8.5,非常受欢迎,高,,0,2025-12-05 22:19:45,False
B0L1K9VDLS,易来缘齐齐哈尔烤肉,餐饮服务;中餐厅;特色/地方风味餐厅,咸水沽镇月牙河西侧水岸华庭底商9-7,津南区,,无,"117.375863,38.990747",117.375863,38.990747,2545.64,3.9,[],[],,7.8,一般,中等,,0,2025-12-05 22:15:25,False
B0JA2UG5XI,酥侯糕点(津南吾悦广场店),餐饮服务;糕饼店;糕饼店,二八路与同砚路交口津南吾悦广场B1,津南区,,13370421992,"117.374750,38.978672",117.37475,38.978672,2545.76,0.0,,,,0.0,较少人,低,,0,2025-12-05 22:23:32,False
B0L6HRHV2P,爷爷不泡茶NOYEYENOTEA(天津津南吾悦店),餐饮服务;冷饮店;冷饮店,咸水沽镇新城吾悦广场四层4011-2,津南区,,18002033998,"117.374908,38.979028",117.374908,38.979028,2545.81,4.3,19.00,10:00-22:00,,8.1,受欢迎,中高,,0,2025-12-05 22:19:45,False
B0I2L5CJM0,LINLEE·手打柠檬茶(津南吾悦广场店),餐饮服务;冷饮店;冷饮店,吾悦广场负一层006号(华润万家超市正对面),津南区,,18526137000,"117.374775,38.978725",117.374775,38.978725,2545.84,3.7,[],[],,7.4,一般,中等,,0,2025-12-05 22:19:46,False
B0JDPUTBYF,喜茶(天津津南吾悦店),餐饮服务;冷饮店;冷饮店,二八公路与津南大道交口吾悦广场1F1002,津南区,,022-28566168,"117.374106,38.977364",117.374106,38.977364,2546.41,4.3,21.00,10:00-22:00,,8.1,受欢迎,中高,,0,2025-12-05 22:19:46,False
B0KAXSAAF1,孔二姐快餐店,餐饮服务;快餐厅;快餐厅,二八线与S4津港高速出口交叉口西北260米,津南区,,18302209310,"117.356108,38.964514",117.356108,38.964514,2546.44,3.8,[],09:00-22:00,,7.6,一般,中等,,0,2025-12-05 22:15:26,False
B0LRXHYM8A,柠季·手打柠檬茶(天津津南吾悦广场店),餐饮服务;冷饮店;冷饮店,吾悦广场3层3017-1,津南区,,18920426193,"117.375120,38.979507",117.37512,38.979507,2546.92,4.1,[],10:00-21:30,,8.2,受欢迎,中高,,0,2025-12-05 22:19:47,False
B0L24RO6DJ,茉莉奶白(天津津南吾悦广场店),餐饮服务;休闲餐饮场所;休闲餐饮场所,咸水沽镇吾悦广场3F-3019,津南区,,13102209936,"117.375120,38.979507",117.37512,38.979507,2546.92,4.2,[],10:00-21:30,,8.4,受欢迎,中高,,0,2025-12-05 22:19:47,False
B0LANMLFAH,朴大叔拌饭(天津津南吾悦店),餐饮服务;餐饮相关场所;餐饮相关,吾悦广场3层,津南区,,无,"117.374799,38.978748",117.374799,38.978748,2546.96,4.1,22.00,09:30-22:00,,7.7,受欢迎,中高,,0,2025-12-05 22:15:26,False
B0JKRMQZF3,瑞幸咖啡(津南吾悦广场四层店),餐饮服务;咖啡厅;咖啡厅,咸水沽镇二八公路与同砚路交口津南吾悦广场四层4006号,津南区,,4000100100,"117.374799,38.978748",117.374799,38.978748,2546.96,4.5,14.00,10:00-22:00,,8.5,非常受欢迎,高,,0,2025-12-05 22:20:41,False
B0LA7LOXJV,三巡酒馆,体育休闲服务;娱乐场所;酒吧,咸水沽镇二八公路与同砚路交口吾悦华府25号楼-217,津南区,,17627810505,"117.374799,38.978748",117.374799,38.978748,2546.96,0.0,,,,0.0,较少人,低,,0,2025-12-05 22:21:58,False
B0KK0SBLFG,鲲祥·料理级自助烤肉(津南吾悦黑金甄选店),餐饮服务;中餐厅;中餐厅,咸水沽镇新城吾悦广场7号楼4层Z15-1,津南区,,022-28586969,"117.374830,38.978810",117.37483,38.97881,2547.23,4.3,[],11:00-21:30,,8.6,受欢迎,中高,,0,2025-12-05 22:15:26,False
B0L1FR08VM,三号椰(津南吾悦广场店),餐饮服务;冷饮店;冷饮店,津南吾悦广场2号门1003铺位,津南区,,无,"117.374125,38.977375",117.374125,38.977375,2547.45,0.0,,,,0.0,较少人,低,,0,2025-12-05 22:23:12,False
B0JUGUH642,酸奶罐罐(天津津南吾悦广场店),餐饮服务;冷饮店;冷饮店,咸水沽镇二八公路与同砚路交口新城吾悦广场4层4011-1,津南区,,13043253239;13821019090,"117.374775,38.978675",117.374775,38.978675,2547.68,4.2,21.00,10:00-22:00,,7.9,受欢迎,中高,,0,2025-12-05 22:19:47,False
B0IKXZRA1W,奈雪的茶(天津津南吾悦广场店),餐饮服务;冷饮店;冷饮店,咸水沽镇二八公路与同砚路交口新城吾悦广场1029-21030号,津南区,,无,"117.375102,38.979432",117.375102,38.979432,2547.92,4.8,23.00,10:00-22:00,,9.1,非常受欢迎,高,,0,2025-12-05 22:19:48,False
B0FFMH35PI,鱼酷活鱼烤鱼(津南吾悦广场店),餐饮服务;中餐厅;火锅店,咸水沽镇吾悦广场三楼(咸水沽西地铁站C口步行140米),津南区,,022-58527873,"117.374764,38.978622",117.374764,38.978622,2548.75,4.6,103.00,10:00-21:30,,10.2,非常受欢迎,高,,0,2025-12-05 22:15:27,False
B0K19RCYB4,沙胆彪炭炉牛杂煲(天津津南新城吾悦店),餐饮服务;餐饮相关场所;餐饮相关,津南大道吾悦广场4楼4038,津南区,,17720166984,"117.374683,38.978445",117.374683,38.978445,2548.82,4.4,84.00,11:00-21:00,,9.8,受欢迎,中高,,0,2025-12-05 22:15:28,False
B0K1XC872G,稻田乡(天津津南吾悦广场店),餐饮服务;中餐厅;中餐厅,南环路与二八线交口吾悦广场(天津津南店),津南区,,无,"117.374098,38.977294",117.374098,38.977294,2548.82,3.9,[],[],,7.8,一般,中等,,0,2025-12-05 22:15:27,False
B0LU95CGNW,HOME R&B BAR,体育休闲服务;娱乐场所;酒吧,咸水沽镇二八公路与同砚路交口新城吾悦广场7号楼-204-205-206,津南区,,18526025497,"117.374178,38.977440",117.374178,38.97744,2548.87,0.0,,,,0.0,较少人,低,,0,2025-12-05 22:21:58,False
B0FFLG9RQ5,鱼你在一起(津南吾悦广场店 ),餐饮服务;中餐厅;中餐厅,咸水沽镇吾悦广场B座负一层B1027,津南区,,18902096311,"117.374975,38.979075",117.374975,38.979075,2549.65,4.5,31.00,09:30-21:30,,9.0,非常受欢迎,高,,0,2025-12-05 22:15:28,False
B0L1HMWOKX,川合顺麻辣香锅(津南吾悦广场店),餐饮服务;餐饮相关场所;餐饮相关,咸水沽镇二八公路与同砚路交口新城吾悦广场3022号,津南区,,17631594077,"117.374221,38.977482",117.374221,38.977482,2550.5,3.9,[],10:00-21:00,,7.8,一般,中等,,0,2025-12-05 22:15:29,False
B0JA4L1QUR,锅友火锅鸡牛蛙塔(吾悦广场店),餐饮服务;中餐厅;中餐厅,津南吾悦广场四楼(咸水沽西地铁站C口步行190米),津南区,,022-82970757,"117.374690,38.978416",117.37469,38.978416,2550.5,3.6,89.00,10:30-21:00,,8.2,一般,中等,,0,2025-12-05 22:15:28,False
B0LU5ZKQXT,时珍序·古法茶饮(津南吾悦广场店),餐饮服务;冷饮店;冷饮店,咸水沽镇吾悦广场3楼3023-1号铺,津南区,,18920456728,"117.374717,38.978457",117.374717,38.978457,2551.13,4.0,[],10:00-22:00,,8.0,受欢迎,中高,,0,2025-12-05 22:19:48,False
B0IGK5I73K,川人百味(天津津南吾悦广场店),餐饮服务;中餐厅;四川菜(川菜),咸水沽镇新城吾悦广场7号楼4楼4031,津南区,,022-59907948;18622652661,"117.374718,38.978458",117.374718,38.978458,2551.17,4.1,58.00,10:00-22:00,,9.2,受欢迎,中高,,0,2025-12-05 22:14:13,False
B0K0KCFGH7,好客屯东北铁锅炖,餐饮服务;中餐厅;中餐厅,南环路与二八线交口吾悦广场(天津津南店),津南区,,15222725171,"117.374493,38.977975",117.374493,38.977975,2551.86,4.3,57.00,10:30-21:30,,9.6,受欢迎,中高,,0,2025-12-05 22:15:29,False
B0H6DL9N2K,三川日料(天津津南吾悦广场店),餐饮服务;外国餐厅;日本料理,二八公路与津南大道交叉口天津津南吾悦广场4层4050,津南区,,022-58203720;18920136590,"117.374671,38.978328",117.374671,38.978328,2552.33,4.5,80.00,11:00-21:30,,10.0,非常受欢迎,高,,0,2025-12-05 22:15:30,False
B0LR9DQ0CY,刁四麻辣香锅·麻辣烫(津南吾悦广场店),餐饮服务;中餐厅;特色/地方风味餐厅,咸水沽镇新城吾悦广场B1019,津南区,,13820833871,"117.375132,38.979371",117.375132,38.979371,2552.43,4.2,[],10:30-21:00,,8.4,受欢迎,中高,,0,2025-12-05 22:15:30,False
B0LDAUF7BD,肯德基(津南韩城桥路店),餐饮服务;快餐厅;肯德基,韩城桥路与金华路交叉口东南60米,津南区,,无,"117.373789,38.995915",117.373789,38.995915,2552.88,4.3,[],07:00-21:00,,8.6,受欢迎,中高,,0,2025-12-05 22:15:30,False
B0FFL6GC8Y,肯德基(吾悦广场店),餐饮服务;快餐厅;快餐厅,新城吾悦广场1026号商铺(咸水沽西地铁站C口旁),津南区,,022-88523807,"117.375215,38.979557",117.375215,38.979557,2553.13,4.5,40.00,06:00-22:00,,9.0,非常受欢迎,高,,0,2025-12-05 22:15:31,False
B0J64H65FA,干饭湘(吾悦广场店),餐饮服务;中餐厅;中餐厅,吾悦广场4楼(咸水沽西地铁站C口步行190米),津南区,,15661566594,"117.374795,38.978571",117.374795,38.978571,2553.18,4.4,59.00,10:30-21:30,,9.8,受欢迎,中高,,0,2025-12-05 22:14:21,False
B0KA2ME2JH,锦州烧烤(天津津南吾悦广场店),餐饮服务;餐饮相关场所;餐饮相关,南环路与二八线交口吾悦广场(天津津南店),津南区,,无,"117.374258,38.977483",117.374258,38.977483,2553.41,4.1,52.00,16:00-01:00,,9.2,受欢迎,中高,,0,2025-12-05 22:15:31,False
B0FFLI5MQD,馍界传奇·肉夹馍·手工面(津南吾悦广场店),餐饮服务;中餐厅;中餐厅,吾悦广场B1层B1018-2(咸水沽西地铁站C口步行60米),津南区,,无,"117.375164,38.979415",117.375164,38.979415,2553.59,4.4,27.00,10:00-22:00,,8.3,受欢迎,中高,,0,2025-12-05 22:15:32,False
B0KDGXVBEK,芝士农场·意式餐厅(天津津南吾悦店),餐饮服务;餐饮相关场所;餐饮相关,二八公路与同砚路交叉口东南角,津南区,,13693659405,"117.375075,38.979180",117.375075,38.97918,2554.22,4.0,66.00,[],,9.0,受欢迎,中高,,0,2025-12-05 22:14:14,False
B0LRY5W7O6,脸红秦田田(津南吾悦店),餐饮服务;餐饮相关场所;餐饮相关,津南吾悦,津南区,,15609660589,"117.375071,38.979167",117.375071,38.979167,2554.34,4.1,[],[],,8.2,受欢迎,中高,,0,2025-12-05 22:19:48,False
B0IDD7J7EL,夸父炸串(津南吾悅广场店),餐饮服务;快餐厅;快餐厅,咸水沽镇二八路与同砚路交口新城吾悦广场B1025-1(负一层),津南区,,无,"117.375057,38.979132",117.375057,38.979132,2554.4,4.4,17.00,10:00-21:30,,8.3,受欢迎,中高,,0,2025-12-05 22:15:32,False
B0K0699H5P,婉转·精选自助小火锅(津南吾悦店),餐饮服务;中餐厅;火锅店,吾悦广场负一层B1020(咸水沽西地铁站C口步行110米),津南区,,无,"117.375149,38.979334",117.375149,38.979334,2555.07,4.4,63.00,11:00-21:00,,9.8,受欢迎,中高,,0,2025-12-05 22:15:32,False
B0LDVS5KME,前滩阿大排档(吾悦广场店),餐饮服务;中餐厅;中餐厅,天津津南吾悦广场(咸水沽西地铁站C口步行190米),津南区,,无,"117.374801,38.978516",117.374801,38.978516,2555.73,4.2,[],[],,8.4,受欢迎,中高,,0,2025-12-05 22:15:33,False
B0GUXRB7CJ,CoCo都可(津南新城吾悦店),餐饮服务;冷饮店;冷饮店,咸水沽镇津歧公路51号新城吾悦广场4层4026铺位,津南区,,13389090338,"117.375045,38.979059",117.375045,38.979059,2555.96,4.5,20.00,10:00-21:00,,8.5,非常受欢迎,高,,0,2025-12-05 22:19:49,False
B0L10HDQSE,阿光正传重庆地摊火锅(津南店),餐饮服务;中餐厅;火锅店,咸水沽镇水岸华庭底商10-23,津南区,,13662190798,"117.375535,38.992293",117.375535,38.992293,2557.24,4.5,[],10:30-24:00,,9.0,非常受欢迎,高,,0,2025-12-05 22:15:33,False
B0K06U8EDX,小菜园新徽菜(天津津南吾悦店),餐饮服务;中餐厅;中餐厅,二八公路与同砚路交口新城吾悦广场4楼4035-4036号,津南区,,022-58527807,"117.374790,38.978427",117.37479,38.978427,2558.2,4.6,[],10:00-22:00,,9.2,非常受欢迎,高,,0,2025-12-05 22:15:34,False
B0JD05RQJU,沪咖·鲜果咖啡(天津津南吾悦店),餐饮服务;咖啡厅;咖啡厅,咸水沽镇新城吾悦广场7号楼B1层B1001号,津南区,,13370481308,"117.375212,38.979390",117.375212,38.97939,2558.39,3.7,[],09:00-20:00,,7.4,一般,中等,,0,2025-12-05 22:20:41,False
B0KB3N1KUL,大叹号烤肉·朝鲜族料理(津南吾悦店),餐饮服务;中餐厅;中餐厅,咸水沽镇二八公路吾悦广场4023-4025号,津南区,,13662147388,"117.375140,38.979206",117.37514,38.979206,2558.67,4.6,70.00,10:30-21:00,,10.2,非常受欢迎,高,,0,2025-12-05 22:15:34,False
B0K0MUGSR5,融柳大铁牛螺蛳粉(天津津南吾悦广场店),餐饮服务;中餐厅;中餐厅,二八公路与津南大道交叉口天津津南吾悦广场F1,津南区,,18210287006,"117.374875,38.978575",117.374875,38.978575,2559.54,4.1,19.00,10:00-22:00,,7.7,受欢迎,中高,,0,2025-12-05 22:15:34,False
B0FFFLD8HI,八爷手擀炸酱面(咸水沽店),餐饮服务;中餐厅;中餐厅,咸水沽镇月牙河路西侧水岸华庭9-13,津南区,,无,"117.375955,38.991074",117.375955,38.991074,2560.74,4.3,20.00,10:00-21:00,,8.1,受欢迎,中高,,0,2025-12-05 22:15:35,False
B0KKARSE4G,龙四爷铜锅涮肉(咸水沽店),餐饮服务;中餐厅;火锅店,水岸华庭底商9-11,津南区,,无,"117.375990,38.990965",117.37599,38.990965,2561.21,4.6,72.00,11:00-22:00,,10.2,非常受欢迎,高,,0,2025-12-05 22:15:35,False
B0FFHBKIA4,乌托邦烤羊腿,餐饮服务;中餐厅;特色/地方风味餐厅,咸水沽镇水岸华庭10-22,津南区,,13702026900,"117.375595,38.992278",117.375595,38.992278,2561.81,4.4,89.00,11:00-00:30,,9.8,受欢迎,中高,,0,2025-12-05 22:15:36,False
B0FFMC81D9,喝酒吃面,餐饮服务;快餐厅;快餐厅,月牙河西路与同德路交叉口西南160米,津南区,,无,"117.375994,38.991049",117.375994,38.991049,2563.46,3.4,[],[],,6.8,较少人,低,,0,2025-12-05 22:16:30,False
B0GR9ARCBF,张亮麻辣烫(津南吾悦广场店),餐饮服务;中餐厅;综合酒楼,咸水沽镇二八公路与同砚交口新城吾悦广场底商7-5354,津南区,,13102271909,"117.375467,38.979875",117.375467,38.979875,2563.9,4.4,20.00,09:00-23:00,,8.3,受欢迎,中高,,0,2025-12-05 22:15:36,False
B0K0MPHF1T,胖哥俩肉蟹煲(天津津南吾悦广场店),餐饮服务;中餐厅;中餐厅,南环路与二八线交口吾悦广场(天津津南店),津南区,,无,"117.375327,38.979443",117.375327,38.979443,2566.12,4.7,82.00,10:30-21:30,,10.4,非常受欢迎,高,,0,2025-12-05 22:15:36,False
B0FFKXV4CR,二哥凉皮(金华里店),餐饮服务;中餐厅;中餐厅,金朗园东北门西北150米,津南区,,无,"117.373635,38.996450",117.373635,38.99645,2566.43,3.7,[],[],,7.4,一般,中等,,0,2025-12-05 22:15:37,False
B0K62RHSIL,阿水大杯茶(天津津南吾悦店),餐饮服务;冷饮店;冷饮店,咸水沽吾悦广场时光里商业街7-52号阿水大杯茶招聘全职兼职🌹🌹🌹,津南区,,13388083253,"117.375511,38.979839",117.375511,38.979839,2568.67,4.5,14.00,09:30-24:00,,8.5,非常受欢迎,高,,0,2025-12-05 22:19:49,False
B0KR2NHDR8,锅汽同和砂锅馆(暂停营业),餐饮服务;中餐厅;中餐厅,体育场路57号,津南区,,无,"117.376622,38.984634",117.376622,38.984634,2569.12,4.2,32.00,10:30-21:30,,8.4,受欢迎,中高,,0,2025-12-05 22:15:44,False
B0HRJKJPSR,美味小吃屋,餐饮服务;快餐厅;快餐厅,金华里,津南区,,15922293693,"117.373333,38.997010",117.373333,38.99701,2571.3,3.6,[],[],,7.2,一般,中等,,0,2025-12-05 22:16:30,False
B0LRZ52TSY,麻辣烧烤,餐饮服务;中餐厅;特色/地方风味餐厅,金华里东区西北2门旁,津南区,,无,"117.373372,38.996963",117.373372,38.996963,2571.87,2.1,[],[],,4.2,较少人,低,,0,2025-12-05 22:15:43,False
B0H17U5K3O,蜀留香火锅(吾悦广场店),餐饮服务;中餐厅;火锅店,咸水沽西地铁站C口步行410米,津南区,,022-86392666,"117.374366,38.977245",117.374366,38.977245,2572.27,4.7,69.00,10:00-24:00,,10.4,非常受欢迎,高,,0,2025-12-05 22:15:37,False
B0K237VS6N,良票自选食堂-金朗园店,餐饮服务;中餐厅;中餐厅,金朗园3号楼底商首层S01-S,津南区,,17694816758,"117.374058,38.995895",117.374058,38.995895,2573.08,4.1,22.00,06:30-09:30 11:00-14:00 17:00-21:00,,7.7,受欢迎,中高,,0,2025-12-05 22:15:37,False
B0K1XO8V3L,醉面(天津津南吾悦店),餐饮服务;中餐厅;中餐厅,南环路与二八线交口吾悦广场(天津津南店),津南区,,15823706610,"117.375203,38.978913",117.375203,38.978913,2574.05,4.2,[],10:00-21:30,,8.4,受欢迎,中高,,0,2025-12-05 22:15:38,False
B0K0J5AKN7,库迪咖啡(金朗园3号楼底商店),餐饮服务;咖啡厅;咖啡厅,咸水沽镇海棠众创大街F区金朗园3号楼底商(良票东侧),津南区,,18622425808,"117.374123,38.995865",117.374123,38.995865,2576.81,4.6,14.00,07:00-21:00,,8.7,非常受欢迎,高,,0,2025-12-05 22:20:41,False
B0KURAR8LM,上隐热狗星球(天津津南吾悦广场店),餐饮服务;快餐厅;快餐厅,月牙河西路与二八公路交叉口西南140米,津南区,,无,"117.375408,38.979319",117.375408,38.979319,2576.92,3.8,[],10:00-24:00,,7.6,一般,中等,,0,2025-12-05 22:15:38,False
B0JDXSAL59,CHAGEE霸王茶姬(天津津南吾悦广场店),购物服务;专卖店;专营店|餐饮服务;冷饮店;冷饮店,咸水沽镇新城吾悦广场1层1028,津南区,,17742255118,"117.375377,38.979230",117.375377,38.97923,2577.36,4.6,23.00,10:00-22:00,,8.7,非常受欢迎,高,,0,2025-12-05 22:19:50,False
B0J0T5XCMP,塔斯汀中国汉堡(天津津南吾悦广场店),餐饮服务;快餐厅;快餐厅,吾悦广场时光里7-507-517-52,津南区,,13332020877,"117.375551,38.979655",117.375551,38.979655,2577.77,4.6,19.00,09:00-20:00,,8.7,非常受欢迎,高,,0,2025-12-05 22:15:39,False
B0KGZHUEZP,韩味轩紫菜包饭吾悦二店,餐饮服务;外国餐厅;韩国料理,咸水沽镇吾悦华府D24-7底商,津南区,,18822111778;18920309959,"117.373876,38.976274",117.373876,38.976274,2578.1,3.7,[],[],,7.4,一般,中等,,0,2025-12-05 22:14:22,False
B0KUYS1AQR,舞动绮缘生日蛋糕店,餐饮服务;糕饼店;糕饼店,吾悦广场津沽时光里3楼7-339,津南区,,13642187321,"117.375277,38.978960",117.375277,38.97896,2578.46,0.0,,,,0.0,较少人,低,,0,2025-12-05 22:23:33,False
B0L2K7GYRR,小薇·可乐话梅排骨饭,餐饮服务;中餐厅;中餐厅,中国人民保险与祥和顺烟酒中间易当车务咨询中心院内,津南区,,无,"117.376742,38.984765",117.376742,38.984765,2578.47,3.6,[],[],,7.2,一般,中等,,0,2025-12-05 22:15:44,False
B0FFMCMQXA,瑞幸咖啡(天津津南吾悦广场店),餐饮服务;咖啡厅;咖啡厅,咸水沽镇二八公路与同砚路交口新城吾悦广场7号楼-底商45,津南区,,4000100100,"117.375394,38.979226",117.375394,38.979226,2578.89,4.6,24.00,10:00-18:30,,8.7,非常受欢迎,高,,0,2025-12-05 22:20:42,False
B0LDH5LOGG,花小小新疆炒米粉(津南吾悦广场店),餐饮服务;中餐厅;中餐厅,咸水沽镇二八公路与同砚路交口新城吾悦广场7号楼-222,津南区,,18630960197,"117.375394,38.979226",117.375394,38.979226,2578.89,4.2,15.00,[],,7.9,受欢迎,中高,,0,2025-12-05 22:15:39,False
B0GUO15RY8,诚穆兰州牛肉面(天津津南吾悦广场店),餐饮服务;中餐厅;清真菜馆,二八公路与津南大道交叉口天津津南吾悦广场步步行街星巴克旁边7-6,津南区,,17625330462,"117.374439,38.977220",117.374439,38.97722,2579.16,4.2,21.00,10:00-21:30,,7.9,受欢迎,中高,,0,2025-12-05 22:15:40,False
B0H2P5OMPM,筱宇齐齐哈尔碳火烤肉店(吾悦广场店),餐饮服务;中餐厅;中餐厅,咸水沽镇吾悦广场5-7号楼-7号楼-底商35,津南区,,13946087570,"117.375244,38.978856",117.375244,38.978856,2579.43,4.5,55.00,10:00-22:00,,10.0,非常受欢迎,高,,0,2025-12-05 22:15:40,False
B0FFLFCL7A,必胜客(津南吾悦广场店),餐饮服务;快餐厅;必胜客,津歧公路51号吾悦广场1055商铺,津南区,,022-88523691;4009701890,"117.374529,38.977376",117.374529,38.977376,2579.61,4.5,79.00,10:00-22:00,,10.0,非常受欢迎,高,,0,2025-12-05 22:15:40,False
B0H1S5JRUR,哏都鲜生(津南店),餐饮服务;餐饮相关场所;餐饮相关,吾悦广场2号门侧7-9哏都鲜生,津南区,,18902126158,"117.374568,38.977436",117.374568,38.977436,2580.17,3.9,54.00,10:30-21:00,,8.8,一般,中等,,0,2025-12-05 22:15:41,False
B0G0OLVKIY,越鮨道顿堀居酒屋(吾悦广场店)(暂停营业),餐饮服务;外国餐厅;日本料理,咸水沽吾悦广场步行街3楼7-357,津南区,,18100109922,"117.375639,38.979797",117.375639,38.979797,2580.6,4.3,87.00,11:00-22:00,,9.6,受欢迎,中高,,0,2025-12-05 22:19:28,False
B0GUOS2RS8,薛喜妹老火锅(天津店),餐饮服务;中餐厅;火锅店,二八公路与同砚路交口吾悦广场2号门旁津沽时光里步行街直行100米右手拐弯出,津南区,,无,"117.374506,38.977306",117.374506,38.977306,2580.78,4.8,73.00,10:00-00:30,,10.6,非常受欢迎,高,,0,2025-12-05 22:15:41,False
B0LUF1V0CM,津味家常菜,餐饮服务;中餐厅;中餐厅,咸水沽镇月牙河西侧水岸华庭10-3号,津南区,,13002252669;18522126164,"117.376127,38.991323",117.376127,38.991323,2581.15,4.1,[],10:00-23:00,,8.2,受欢迎,中高,,0,2025-12-05 22:15:42,False
B0I3CSO7K2,幸运咖(津南吾悦广场店),餐饮服务;餐饮相关场所;餐饮相关,咸水沽镇二八公路与同砚路交口新城吾悦广场5-7号楼7号楼底商44,津南区,,15022713288,"117.375504,38.979412",117.375504,38.979412,2581.75,4.4,10.00,07:30-22:30,,8.3,受欢迎,中高,,0,2025-12-05 22:20:42,False
B0LBBAPXHB,鸭百万·北京烤鸭(吾悦广场店),生活服务;生活服务场所;生活服务场所,咸水沽镇二八公路与同砚路交口吾悦华府1-底商32号,津南区,,19526766012,"117.374047,38.976466",117.374047,38.976466,2582.34,3.9,[],,,7.8,一般,中等,,0,2025-12-05 22:15:45,False
B0JAM7HPTJ,库迪咖啡(津南吾悦广场店),餐饮服务;咖啡厅;咖啡厅,咸水沽镇新城吾悦广场7号楼43号(商场6号门处),津南区,,15522800396,"117.375525,38.979425",117.375525,38.979425,2583.06,4.8,10.00,10:00-22:00,,9.1,非常受欢迎,高,,0,2025-12-05 22:20:43,False
B0K07CJQW0,大门凤火锅鸡(津南店),餐饮服务;中餐厅;火锅店,咸水沽镇月牙河西侧水岸华庭10-26,津南区,,15620196846,"117.375867,38.992247",117.375867,38.992247,2583.63,4.6,53.00,11:00-14:00 16:00-22:00,,10.2,非常受欢迎,高,,0,2025-12-05 22:15:45,False
B0KRM9X4B8,井泽冰甜(天津津南吾悦广场店),餐饮服务;冷饮店;冷饮店,吾悦广场时光里二楼3-230室,津南区,,无,"117.375474,38.979267",117.375474,38.979267,2584.1,0.0,,,,0.0,较少人,低,,0,2025-12-05 22:23:12,False
